review,label,movie,group
"As a great admirer of Marlene Dietrich, I had to (finally) watch this very, very dull picture. It is Miss Dietrich's first color film, and the world's most beautiful blond is a redhead! Bad start. The story is a tremendous bore, involving a subject which itself bores bores me stiff: religious guilt. (Who needs it???) Suffice it to say, perhaps, that of all Dietrich's films (and I have seen most, including ""Pittsburgh"") this is the only one where even her performance is barely worth watching. The color photography is OK (this is a very early Technicolor release), but to no purpose. Ridiculous casting: C. Aubrey Smith, Basil Rathbone (enough said?). The only thing of any interest at all is John Carradine's outlandish caricature of a performance as ""The Sand Diviner,"" who foretells all that will happen. The supposed ""happy ending"" is one of the most depressing ever conceived. Yet another example of David O. Selznick's highly inflated reputation (did he ever make a really good film? -- other than That One?) And, for one final annoyance, the soundtrack of the MGM DVD is a mess, with volume levels seemingly randomized. Highly unrecommended.",0,The Garden of Allah (1936),F
"this film had a lot of potential - it's a great story and has the potential to be very creepy. but of course tim burton doesn't really do creepy films, he does wacky cartoonish films. and i usually like tim burton's stuff. but i thought this film was really weak. the best thing about the film (and it is actually worth seeing just for this) was the art direction - the film has an amazing intangible quality to it. the script was not good. it was boring in parts and confusing in other parts, and there was no building of characters. i never really cared that people were having their heads lopped off by a headless being. i thought johnny depp had a good thing going with his approach to the character, but given that the script was weak he couldn't go too far with it - and i was very irritated by the attempts at a slight accent on his and christina ricci's parts. anyway, it is sadly not a great film and not worth seeing unless you are interested in the art direction.",0,Sleepy Hollow (1999),F
"I didn't think this movie was very good at all. Basically they took a bunch of one-liners from various Shirley Temple movies, threw them together, and had Orr act like Shirley Temple acted on-screen. ""Oh my goodness!"" was said quite a number of times. If you are familiar with Shirley Temple movies, you will recognize several lines direct from her movies. The trouble is they have Orr saying these in Shirley's everyday life. In the end, what we get is a hodgepodge of re-created Shirley Temple movies, instead of any sort of real look into Shirley Temple's life. Save yourself the trouble and rent Shirley Temple movies, it's a lot better than watching Orr try and recreate Shirley's acting style.",0,Child Star: The Shirley Temple Story (2001),F
"Imagine you have just been on a plane for 18 hours. You have been on a business trip to South Africa. You are a high-paid professional. You've lived in the US for 20 years. You are in your thirties, you have a wife a little boy and another baby on the way. One thing, even though you have a green card, you are still Egyptian. On transit you are asked to come with 2 security guards, next thing you know you are overpowered, hooded and chained and after a brief ( but still reasonably civil) interrogation you are to be rendered! This is what happens to Anwar el Ibrahimi at the beginning of the movie. His is a story of pain and ( literally )torture. It's one of several story lines. One follows his wife's attempts to get more information. One follows the (cold) bureaucrats behind the rendition. Another story deals with the family of the man who leads the interrogation of Anwar el Ibrahimi. There are some other stories too and by the end they all neatly come together. Though the more famous actors like Reese Witherspoon ( as the distraught pregnant wife ) Jake Gyllenhaal ( as the CIA rookie forced to watch the interrogation in Northern Africa) and Meryl Streep ( as CIA hotshot Corine Whitman) it is really the more unknown actors that carry the story and give it it's heart. For me the actor playing the unfortunate Mr El Ibrahimi ( Omar Metwally ) was the heart and soul of this movie. His portrayal of a man in distress was shockingly well done. It's almost as if he was being tortured for real! Also Israeli actor Yigal Naor was very impressive as the part worried family-man and part extremely cruel chief of torture. Hard to watch and not exactly fun, but still very worthwhile.",1,Rendition (2007),F
"This movie was chosen, quite frankly as a pig in a poke from our local Video store. It turned out to be quite a pig. The plot line-such as it is-was disjointed, inconsistent and predictable. The actors constantly looked embarrassed to be mouthing the poorly written lines. The only funny moment in the entire film revolved around the dangers of smoking and the inadvertant deployment of an airbag. The remainder of the film lacked the punch to amuse either of my young daughters (aged less than ten years), myself, my wife, my mother-in-law, or even the cat or the dog. My advice, if you are tempted to borrow this turkey, is to save your money and your time. Look for something else...",0,The Stupids (1996),F
"A surprising misfire from the usually reliable Larry Cohen (God Told Me Too, Q, etc.), Full Moon High tries so hard to be funny and fails miserably, even with decent turns by Ed McMahon(!) and Kenneth Mars. Alan Arkin looks embarrassed throughout his performance and son Adam simply looks numb. This makes Teen Wolf look like a comedy classic.",0,Full Moon High (1981),F
"I was really disappointed in this movie. Those that voted this thing a 10 have a screw lose. The acting was ok, kinda wooden and cardboard. The ending was sorry. I just didn't care for this at all. No way could I recommend this mess.",0,Kiss Me Deadly (1955),F
"So what constitutes a real independent film? In a day and age where the latest fad of mainstream hollywood is to appear rugged and cutting edge, I'm sorry to say that what the general public tends to perceive as independent film is usually nothing more than a clever marketing ploy. Which is why we should be glad that films like ""Hatred of a Minute"" exist. Across the board, this film makes a point out of contradicting its own template (indie horror film). Love it or hate it, ""Hatred"" isn't afraid of being what it is, and in watching this film, you get the real sense that Kallio (the director) didn't just make this film to spray fake blood all over the place, he's in this to tell stories. Good ones. You may find this film in the horror film section of your video store, but don't be fooled, this story is also about love, about good people pushed over the edge, and that oh-so-distant light at the end of the tunnel. If you expect smut, or an Evil Dead ripoff, stay away from this film. But if you dig the finer points of the horror/suspense genres, check this film out. Yes. Bruce Campbell did produce this movie, and I'm sure he's proud to tell anyone that it's not ""Evil Dead"". Bruce has never tried to bank on his ""ash"" image, and it's obvious that he didn't get involved with ""Hatred"" so that it could do so either. My advice, though, to all Dead-ites rabidly devouring anything issued by Mr. Campbell is to check this film out anyway and see what else Mr. Kallio and Mr. Campbell are trying to show you. The acting is well done, although nothing about this film is oscar caliber (perhaps intentionally), it's good to see compassionate performances in a horror film. So often, actors in films such as these don't even seem to try, with ""Hatred"", it seemed as though all the actors took thier charecters very seriously, never resorting to typical horror-film campiness. Technically, ""Hatred"" is about as competent as indie film gets. The editing is fast paced, the cinematography is good given the budget, and ""Hatred"" keeps a quick pace, without any bog-down points or bad anti-climaxes. All in all, Hatred may not have the glossed over look of all those multi-million dollar fake indies, but personally, I don't see a problem with that. It's a film by folks who actually care about the medium. People who reached into thier broke ass pockets, pulled out thier nickles and dimes, threw caution to the wind and made a damn good movie. Check this one out.",1,Hatred of a Minute (2002),F
Excellent film. Suzy Kendall will hold your interest throughout. Has not been shown on American TV for a decade. One scene that has always stayed with me is the German cavalry gas attack. You will find others. Hope they soon put it on tape.,1,Fraulein Doktor (1969),F
"""The big goodbye"" introduces us to the first holodeck adventure, in this case Captain Picard posing as private investigator Dixon Hill. This episodes creates some sort of standard pattern, repeated several times on TNG as well as DS 9 and Voyager. After entering the holodeck something goes wrong and the characters have to deal with the program under different circumstances beyond playing a game (represented by the failure of the holodeck's safety program). This concept is used to expand Star Trek's possibility and enabling a kind of genre-mix. Picard's Dixon Hill stories are examples of 1940s crime fiction and their representation on the screen are referred to as Film Noir often having the stereotype antihero in the lead (see for example Chandler's Marlowe stories or Polanski's all time classic ""Chinatown""). Star Trek never focuses on the story (mostly it's a simple ""how-do-we-get-out-of-here"" scenario) but enables the actors to take a different approach to their characters. Those Holodeck ""games"" are commonly used for recreation and reflect the private interests of the crew members. Therefore the technical aspect is always neglected and from that point of view the stories are never sound (but did Star Trek ever had a technical, scientific point to it, I mean besides some utopic concepts?). ""The big goodbye"" shows a relaxed Patrick Stewart, a McFadden that hardly ever looked better in a Star Trek episode (at least the early ones) and Data has some great scenes, too (although I find it hard to believe that pulling the lamp's plug out of the wall would have really surprised him, for the fact that he'd done research on that period and its customs). Wesley continues turning peaceful Trekkies into potential murderers (why didn't they take him to the holodeck and let the gangsters finish him off?) but all in all this one's fun...",1,The Big Goodbye (1988),F
"""Hey Babu Riba"" is a film about a young woman, Mariana (nicknamed ""Esther"" after a famous American movie star), and four young men, Glenn, Sacha, Kicha, and Pop, all perhaps 15-17 years old in 1953 Belgrade, Yugoslavia. The five are committed friends and crazy about jazz, blue jeans, or anything American it seems. The very close relationship of the teenagers is poignant, and ultimately a sacrifice is willingly made to try to help one of the group who has fallen on unexpected difficulties. In the wake of changing communist politics, they go their separate ways and reunite in 1985 (the year before the film was made). I enjoyed the film with some reservations. The subtitles for one thing were difficult. Especially in the beginning, there were a number of dialogues which had no subtitles at all. Perhaps the conversational pace required it, but I couldn't always both read the text and absorb the scene, which caused me to not always understand which character was involved. I watched the movie (a video from our public library) with a friend, and neither of us really understood part of the story about acquiring streptomycin for a sick relative. This Yugoslavian coming of age film effectively conveyed the teenagers' sense of invulnerability, idealism, and strong and loyal bonds to each other. There is a main flashforward, and it was intriguing, keeping me guessing until the end as to who these characters were vis-a-vis the 1953 cast, and what had actually happened. I would rate it 7 out of 10, and would like to see other films by the director, Jovan Acin (1941-1991).",1,Hey Babu Riba (1985),F
"Wimpy stuffed shirt Armand Louque (blandly played by veteran character actor Dean Jagger in a rare lead role) joins a group of researchers who want to find and destroy the secret technique of creating zombies. Armand falls for the lovely Claire Duval (fetching blonde Dorothy Stone), who uses the meek sap to get Armand's colleague Clifford Grayson (the hopelessly wooden Robert Noland) to marry her. Furious over being used and spurned by Claire, Armand uses his knowledge of voodoo to get revenge. Sound exciting? Well, it sure ain't. For starters, Victor Halperin's static (non)direction lets the meandering and uneventful talk-ridden story plod along at an excruciatingly slow pace. Worse yet, Halperin crucially fails to bring any tension, atmosphere and momentum to the hideously tedious proceedings. The mostly blah acting from a largely insipid cast doesn't help matters any; only George Cleveland as the hearty General Duval and E. Alyn Warren as the irascible Dr. Trevissant manage to enliven things a bit with their welcome and refreshing hammy histrionics. The drippy stock film library score, the painfully obvious stagebound sets, and the crude cinematography are pretty lousy and unimpressive as well. In fact, this feeble excuse for a fright feature is so crummy that not even the uncredited starkly staring eyes of the great Bela Lugosi can alleviate the brain-numbing boredom. A dismally dull dud.",0,Revolt of the Zombies (1936),F
"In the 1980s in wrestling the world was simple. Hulk Hogan would take on Roddy Piper, or Bobby Heenan's cronies or Ted DiBiase and come out victorious more often than not. Occasionally he would get an ally like Randy Savage in 1988, but mostly it was all about Hulk Hogan vs Bobby Heenan, and that's the way it should be. But on this night that was about to change, a new champion, a man who the WWE thought would be their man for the 90s was crowned. It didn't work out. But the WWE was right about one thing: Hulkamania was finished and a new order needed to be established. This historic Wrestlemania, the first to be held outside America, kicked off with Rick Martel defeating Koko B Ware. Koko never really had a lot of luck at Wrestlemania and was taken down in short order here. Next up the Colossal Connection Andre the Giant and Haku put their tag team titles on the line against Demolition Ax and Smash and lost. New tag team champions crowned. Next match saw Earthquake defeat Hercules. Hercules was another fellow who didn't really have a lot of luck at Wrestlemania. Plenty of luck for Brutus Beefcake as he ended Mr Perfect's undefeated streak. Well, I guess someone had to end it. Roddy Piper and Bad News Brown fought to a double count out in a slow but fun match, next up the Hart Foundation defeated Nikolai Volkov and Boris Zhukov in 19 seconds. Not really a match, unfortunately. The Barbarian then defeated Tito Santana in a short match. The American Dream Dusty Rhodes and Saphire then defeated the Macho King Randy Savage and Queen Sherri in a messy mixed tag match. This was the only female wrestling really going on in the WWE at this point of time. Next up was a fun match as the Rockers Marty Janetty and Shawn Micheals defeated The Orient Express in a fast paced encounter. There were a lot of good tag teams at this point in time. Jim Duggan then beat Dino Bravo in a nothing match. Next Ted DiBiase put his most cherished possession, the Million Dollar Championship on the line against Jake Roberts. Roberts was distracted by Virgil and counted out allowing Ted to retain his title in an entertaining match and one of the longer matches on the show. Next up the Twin Towers collide as the Big Bossman defeats Akeem in short order, this is followed by Rick Rude winning a short match with Jimmy Snuka. Finally we come to the main event with Hulk Hogan putting the WWE Title on the line against Intercontinental Champion The Ultimate Warrior. This is an entertaining back and forth match won by the Warrior after Hogan missed a leg drop. The crowd was extraordinary and the match was a great spectacle. And so the torch was passed, but would the Ultimate Warrior prove to be the Champion the WWE hoped he would be?",1,WrestleMania VI (1990),F
"I think the majority of the people seem not the get the right idea about the movie, at least that's my opinion. I am not sure it's a movie about drug abuse; rather it's a movie about the way of thinking of those genius brothers, drugs are side effects, something marginal. Again, it's not a commercial movie that you see every day and if the author wanted that, he definitely failed, as most people think it's one of the many drug related movies. I, however, think something else is the case. As in many movies portraying different cultures, audience usually fully understands movies portraying their own culture, i.e. something they've grown up with and are quite familiar with. This movie is to show what those ""genius"" people very often think and what problems they face. The reason why they act like this is because they are bored out of their minds :) They have to meet people who do mediocre things and accept those things as if they are launching space shuttles on daily basis. They start a fairly hard job and excel in no time. They feel like- I went to work, did nothing, still did twice as better as the guys around me when they were all over their projects, what should I do now with my free time. And what's even more boring? When you can start predicting behavior not because you're psychologist, but instead because you have seen this pattern in the past. So, for them, from one side it's a non challenging job, which is also fairly boring sometimes, and from another they start to figure out people's behavior. It's a recipe for big big boredom. And the dumbest things are usually done to get out of this state. They guy earlier who mentioned that their biggest problem is that they are trying to figure out life in terms of logic (math describes logic), while life is not really a logical thing, is actually absolutely right.",1,Good Time Max (2007),F
"Creepy & lascivious wolf. The young ""Red"" is wearing full make-up, and extremely short shorts & robe. Got about 20 minutes through and realized it could be a pedophile's dream come true. The ""up-beat"" music sounds a lot like something I'd hear at a strip club. I actually think this movie is a sick joke - it's not a family movie. Gross, glad I was watching this with my daughter, I don't want her to think it's normal for families to view quasi kiddie porn together. Very bad, Very sad it's sold as a family film, Joey Fatone will probably be embarrassed he was in it. And what's with advertising it as a ""special effects spectacular""??? The effects do look low budget, gawd awful.",0,Red Riding Hood (2006),F
"Leos Carax has made 3 great movies: Boys Meet Girls, Mauvais Sang, Les Amants du Pont Neuf. In fact those films were not that great but it has the violence of youth, the beauty of juvenile wilderness. Carax in these three movies was well aware of what cinema was, but he tried to make his own vision of the art, without thinking about about all he have seen, but using it and melting it into his times. Pola X is a very different movie because Carax made Les Amants du Pont Neuf, a monstruosity of 20 millions dollars, a film that has destroyed everything on its way. After such a movie you can't do another one in the same point of view. So Leos Carax has to changed, and he did. The movie isn't as beautiful as its first, it's more reasonable, no more studio, no more dreamed Paris, Carax has entered at last reality. It's not clean anymore, it's not poetic characters. Carax have become a romantic in the german sense of it.",1,IMDb tt0233094,F
"Millie is a sap. She marries a rich guy named Maitland and they have a child. She then catches him cheating on her and divorces him...but lets him keep the kid she claims to love. Back then in the early 1930s, she would have been entitled to hefty spousal and child support but lets the guy off amazingly easy...with no support...what a sap! Later, when she has a boyfriend and life seems pretty good, he turns out to ALSO be a cheat! Wow, does she have a hard time picking men. As a result of these bad relationships, Millie changes. Now she's a wild party girl--doing everything she can to distract herself from her hard luck. Suddenly, many years pass. Millie's daughter who she left early on in the film is now 17 and oddly fashions haven't changed one bit. An old friend of Millie's (yes, it's another evil man!) is now pretending to be the daughter's friend, but he has lecherous designs on her. Millie promises him that if he touches the girl, she'll kill him. Take a wild guess what happens next! Overall, the film is a confusing and often bizarre mess--a bit like ""Madam X"" but much, much less focused. So often Millie's motivations and actions seem to make little sense. And, the film seems to have a little of everything tossed into it--so long as it substantiates the notion that all men are pigs. Unusual but not particularly good.",0,Millie (1931),F
"A bunch of American students and their tutor decide to visit the ugliest part of Ireland in order to study ancient religious practices. Despite being repeatedly warned about the dangers of straying off the beaten path (by the local creepy Irish guy, natch), they do just that, and wind up with their insides on the outside courtesy of a family of inbred cannibals (the descendants of the infamous Sawney Bean clan, who according to the film's silly plot, upped sticks from Scotland and settled on the Emerald Isle). If you think that porn stars plus low budget horror automatically equals tons of nudity and terrible acting, then think again: Evil Breed is bristling with adult stars, but in fact, there's not nearly as much nudity as one might expect given the 'talent' involved, and the acting, although far from Oscar worthy, ain't all that bad (with the exception of Ginger Lynn Allen, who we know can do marvellous 'French', but whose Irish is lousy). Evil Breed opens in superb style with the brutal slaughter of a couple of amorous campers: after some brief under-canvas sex, the silicone enhanced hottie is dragged from the tent and torn in half; the guy has his arms and legs cut off and is roasted on a spit. It's a very gory start, and bodes well for the rest of the film. Unfortunately, after this promising beginning, things start to go seriously downhill: we are introduced to the main characters, an annoying bunch of twenty-somethings just begging to become cannibal chow, and are subjected to a fair amount of time wasting in the form of some terrible false scares, a lot of blarney about murderous druids from local Irish weirdo Gary (Simon Peacock), and worst of all, some sub-Scream, post-modernistic conversation about the conventions of horror films (how clever!). Then, just as it looks as though the film is never going to get any better, director Christian Viel decides to get serious: a guy gets a knife rammed through his head and there's a gratuitous sex-in-the-shower scene featuring lovely blonde Gillian Leigh (NOT a porn star, but I'm sure there's a career there waiting if she wants it). After that, things improve rapidly as the cannibals kick into top flesh-eating gear, and the film is transformed into a veritable bloodbath: Gary has a machete rammed up his ass (about time!), and is strangled with his intestines; Ginger Lynn kick-boxes a mutant; Jenna Jameson is torn open, eviscerated and has her silicone breast implant gnawed on by confused cannibal; a guy gets decapitated by cheese wire; and Taylor Hayes is seen bloody, bruised and naked with a dead foetus between her legs (apparantly, she's been captured and used as breeding stock). All of this is so outrageously gory that it makes sitting through the less interesting stuff worthwhile, and earns Evil Breed a final rating of 7/10. NB. A very troubled production and studio meddling resulted in Christian Viel eventually abandoning the project. Re-shoots were done and the gore was heavily trimmed for a US release. The good news is that although the film doesn't flow as well as it might have, and is cursed with a terrible ending, the UK DVD (the version I watched) seems to have been left relatively intact as far as the splatter is concerned (only 13s were cut from the film in total).",1,Evil Breed: The Legend of Samhain (2003),F
"This film was terrible. I have given it the high score of 2 as I have seen worse, but very few. From the clichéd start of having the end of the film at the start and going back to the start at the end this film used everything in the box of tricks used in film making just for the sake of it, like a kid with too many toys. There was the endless, boring repetitive narration, slow motion, freeze frame, flashbacks and merged images etc - none of which made a dull film any better. It is called ""16 years of alcohol"", but there was little drinking or drunkeness and no depiction of withdrawal with the film jumping about all over the place with no coherent sense. The story was badly written and extremely pretentious and the direction was equally poor and it is a shame that people have put up further money for more films by Mr Jobson, previously know for being in a rubbish group and on TV making as much sense as this film does. I found it a major struggle to see this to the end but in the hope of it getting better I carried on to the bitter but it really was a waste of time and I would have been better off not bothering.",0,16 Years of Alcohol (2003),F
"I suppose this movie is not your typical Spanish thriller as it is based in a real story that took place abroad. The movie is based in the real story of French man Jean-Claude Romand, and the real case is much more gory and scary than the film. In the real story of Mr. Romand the family didn't escape, after years of lies he decided to end it all by killing his wife, two children, parents and dog, and although he tried to kill himself, it seems he didn't try very hard as he survived. I watched the movie with people next to me talking about how it could never happen in real life that all these lies went undetected, I was laughing as I had read the book about Mr. Romand, and knew it did happen. I like José Coronado in this movie, he offered us a good performance, as the rest of the crew.",1,Nobody's Life (2002),F
"Pecker is a hilariously funny yet twisted film about a small town in Baltimore whose daily, humdrum routine is broken by Pecker, a young photographer who takes pictures of ""real things."" No pretty models, no gorgeous men, just hard living. This wonderful film pokes fun at the plasticness of the urban art chain. There is one particular scene when a homeless woman who shops at Pecker's mom's thrift shop buys the same exact coat as one of the Whitney art junkies for only 25 cents instead of five hundred dollars. This just goes to show you that no matter what kind of money you have, you might not always have taste. Yet again John Waters sends you into a never-ending spiral of laughter and raw reality. You can have your mainstream Hollywood movies with special affects and mountains of celebrities, but give me a ""Pecker"" or a ""Hairspray"" (another excellent John Waters film) over a ""Titanic"" or a ""Godzilla"" anyday!!",1,Pecker (1998),F
"Dear reader, Watch out! This movie is not really a movie, though its creators have the impertinence to call it so. If you have not been warned about its content, here it goes: the film is simply a sequence of imagines which flow continually and are trying to transmit a certain feeling, concept. They could be called, therefore, symbols. The images are accompanied by a soundtrack, it's purpose being to create atmosphere as well. However, the images the director has chosen can only transmit feelings to an American audience, because they are, in an overwhelming number, American icons. Though the film is intended to express the idea of ""civilized warfare"", it fails to do so not only because of the general chaos, but also because it is far too long and tiresome, and I strongly felt that a lot of the scenes have not to do with ""war"", in whichever conception. To conclude, I was greatly disappointed by a documentary which is not a documentary, a movie which is not a movie, a ""something"" whose only strong point is the extraordinary use of technology in image processing.",0,Naqoyqatsi (2002),F
"I think this movie has got it all. It has really cool music that I can never get out of my head. It has cool looking characters. IS REALLY funny(you know, the kind that you'll crack up on the ground and you'll keep saying the funny parts over every day for three weeks).Despite the bad acting, bad cgi, and bad story(about cops going after a robot), its really cool. Its one of those movies you and all of your family can watch, get together, eat pizza, laugh like crazy, and watch it two more times. There are so many funny parts, like when Kurt was trying to get Edison's attention and gave him the finger, and then threw a paint ball gun at him so they could play paint ball. On that part, I kept saying ""Remember, Remember?""to my cousins who saw it and showed them what happened. There was also a really funny part when Edision ran into the room and Kurt was there(just before they fought) and Kurt was talking about his ""Strange dream"" and how he was ""Superman"". I LOVED that part, although it has been a while since I saw it, so I don't remember that part. Everything the actors said were funny, like how Kurt says, ""I worship you, like a GOD!"" to the robot. Although there was some bad things, in all it was a GREAT movie. Man, I can't stop laughing. I wish I had that movie. );",1,Gen-Y Cops (2000),F
