review,label,movie,group,famous
"It's like this ... you put in the DVD and the most professional-looking thing you see over the next ninety minutes is the logo of the distribution company. And at this point, you know you've just been jerked around. People are generally trusting enough to assume that if something has been put on DVD, it's going to be of a certain level -- at least financially if not creatively. But sadly this isn't the case. Distribution companies are perfectly happy to throw together DVDs of amateur movies and ship them right out into the stores to await the unsuspecting buyer who is drawn in by the well-designed DVD cover. The weight behind this particular project is most likely independent horror movie pioneer Kevin J Lindenmuth, whose name may be known amongst genre fans since he's responsible for various other low-budget werewolf movies -- ""Rage of the Werewolf"", ""Werewolf Tales"" and so on. ""Blood of the Werewolf"" is made up of three short independent werewolf stories with no real connection other than the fact that they deal with hereditary shapeshifters. The first segment, ""Blood Reunion"", pretty much sets the tone for the whole thing ... a man returns to his home town to look up a girl who had a crush on, only to find that her domineering grandmother refuses to let her have relationships with men, and for reasons which are somehow related to a dark family secret. This instalment is poorly directed, poorly directed, and basically nothing superior to what you could throw together yourself with a few friends and a home video camera. The second story, ""Old Blood"", is probably the strongest out of the three and is directed by Lindenmuth himself. It tells the story of a lesbian couple, one of whom is a shapeshifter and the other wishes to be given this power. Her wish is granted, but she doesn't become the creature that she envisioned. This short movie shows that Lindemuth has more talent and experience than the other filmmakers who worked on this project, but still not enough to raise it above the level of an amateur movie. And finally we have ""Manbeast"", in which some army guy runs through the woods while being chased by two other fellas. They wish to kill him as he has been bitten by the beast and is believed to be dangerous, but all might not be as it seems. This one has an interesting concept, but it's stretched out to be far too long, and if you don't guess what the ""twist"" is in the first ten minutes then you probably ain't too bright. This pretty much sums up the problem with this whole DVD ... a few good ideas just aren't enough to justify spending money on something like this. After all, would you pay for a picture you could have painted yourself?",0,Blood of the Werewolf (2001),E,0
"There have been approximately 60 different films & Television plays,besides the classic Opera of this tale of a sex mad girl and her hapless soldier lover. This story has been done so many times, in various ways. Vicente Aranda directs Joaquin Jorda's screenplay adaptation of Prosper Merimee's classic novel & play. This is the story ONLY of Bizet's opera Carmen Pas Vega is an exciting Carmen,full of passion & the ability to drive simple men to do terrible tragic things. Leonardo Sbaraglio is the hapless soldier who is ensnared into Carmen's poisonous web & led to doing bad things. Jay Benedict is the author Prosper who tells this tale. There is not much action, BUT there are some very hot sex scenes. In fact this is almost an NC-17 film. since I have seen this tale so often in so many guises I was not overly impressed. It is a very well made film & will be of interest to those that may not know of it, My not overly enthusiastic review also could be that I miss the fantastic Opera score by Bizet. See this as you may like it more than I did. Ratings *** (out of 4) 82 points (out of 100) IMDb 7 (out of 10)",1,Carmen (2003),E,0
"This film captures the short moments between a mother and son in rural Russia, as she lays dying. I am so torn between being nice to the film or declaring it a test of patience. On one hand, the film is beautiful, with the sparse dialog capturing the essence of their feelings. There is really nothing to say, because everything that needs to be said is conveyed beyond words. The son shows so much care, love and patience towards his mother, that I think it is a celebration of unconditional love towards one's family. It also cruelly reminds me that I could be in a situation like this, stuck in a joyless place, having to take care of a very ill person. ""Mat I Syn"" is cruel reality. On the other hand, ""Mat I Syn"" moves really too slowly. Do I really need to watch a train passing by the horizon for over 1 minute? With my previous experience of ""Telets"" and ""Aleksandra"", I am so tempted to put ""Mat I Syn"" among them as a total bore. I guess one has to be in the right state of mind to appreciate this film. I surely see the beauty of it, but maybe I am not in the right state of mind.",0,Mother and Son (1997),E,0
"I've watched the first 17 episodes and this series is simply amazing! I haven't been this interested in an anime series since Neon Genesis Evangelion. This series is actually based off an h-game, which I'm not sure if it's been done before or not, I haven't played the game, but from what I've heard it follows it very well. I give this series a 10/10. It has a great story, interesting characters, and some of the best animation I've seen. It also has some great Japanese music in it too! If you haven't seen this series yet, check it out. You can find subbed episodes on some anime websites out there, it's straight out of Japan.",1,Fate/stay night (2006),E,0
"Rock Hudson's second venture in the science fiction genre after Seconds is Embryo a film that combines elements of the Bride of Frankenstein and Pygmalion in one rather weird film about for lack of a better word a test tube baby that grows up to be Barbara Carrera. Hudson is scientist experimenting in organic development and gets a chance to first experiment on his own Doberman pincher when it is accidentally hit by his car. Some pituitary secretions from the female dog are given to a prematurely born puppy and it grows remarkably into an adult. Exalted with his success, Hudson takes a fetus from a dead accident victim and gives it some of the same stuff. What he gets is Barbara Carrera. And she develops physically and intellectually at a prodigious rate. What she doesn't do is develop emotionally. Still Hudson passes her off as his new research assistant to friends and family like sister-in-law Diane Ladd, son John Elerick, and daughter-in-law Anne Schedeen. Embryo doesn't explore some of the real issues in this kind of science, it exploits them instead. The special effects as they are, are pretty second rate. Hudson looks like he lost interest in the project about halfway through the film. Now what would have really been interesting is if he had gotten boy child and it grew up to be a harlequin novel hero. Now that would have been something Rock Hudson could have sunk his teeth into.",0,Embryo (1976),E,0
"Coming at the end of the cycle of the Universal Monsters horror films, and before the Golden Age of sci-fi films, House of Dracula is more science fiction than horror and incorporates some of the more cheesy {read:enjoyable} elements which would come to typify the sci-fi films of the coming era. Lon Chaney Jr. plays the Wolf Man, and John Carradine, Dracula and Glenn Strange, the Frankenstein monster. A mad scientist sets out to ""cure"" both monsters of their ""sicknesses"" by means of modern {read:mad} science. When the scientist's beautiful nurse-assistant is revealed to be a hunchback early in the film, the viewer is thereby alerted to the fact this film is not going to be typical Universal fare; this film foreshadows the kind of sleazy exploitation we would come to take for granted in 1950's sci-fi. If you don't mind the slower pacing of the older films and black & white does not throw you off, this film is recommended viewing. Afaik, this one is not currently available on DVD, but AMC airs it occasionally, so keep a lookout, or you could always wishlist it on your TiVo!",1,House of Dracula (1945),E,0
"A woman who hates cats (Alice Krige) and her son (Brian Krause) have moved into a small town, and must deal with a mean teacher (Glenn Shadix), their incestuous relationship, a lovely girl (Mädchen Amick) and one hell of a big secret. Okay, so technically, this is a ""bad film"". But, who cares? It's so very fun! Impossible things (involving corn) happen, people freak out about kitty cats, there's bad one-liners, there's too much cheese to handle! So, yes. You will enjoy this. A lot. It won't move you, touch you, scare you, or thrill you in any way, but it will keep you entertained and laughing!",1,Sleepwalkers (1992),E,0
"Any Way the Wind Blows is Tom Barmans (who is also know as front man of the rock formation 'dEUS') debut movie. Entirely shot in Antwerp (Belgium), the movie starts on a sunny friday morning and skips rather superficially between the events that fill the day of a dozen of main characters. When the movie ends, you have a lot of stuff to think about, because most of the different story-lines are left wide open. The movie has a (purely instrumental) sound track that will rock your socks off. In most scenes, the music truly enhances the general atmosphere and feel, really making the movie hallucinating to watch at certain points of time. The main scene in the film, the party, is very well shot. The director didn't hesitate to use video clip techniques, having his main characters dancing on one of the best sound tracks I've heard lately. The screenplay is great stuff. Camera angles and colors are very well chosen. The 'costumes' are very hot and very 'seventies' too. And I loved (most of the) acting. The thing I liked most about the movie, are the subtle touches of absurd, surreal, very dry or even cynical humor that interleave. Without claiming to be a comedy (this movie certainly is not a comedy but rather an alternative piece of art), it still manages to have its audience giggling and even burst into laughter at some times. This is one more directors' debut that shouldn't be an ending. I hope to see more Tom Barman movies in the future because I had a good time. Cheers.",1,Any Way the Wind Blows (2003),E,0
"Life in some future fascist or near fascist state which severely restricts personal freedoms is a recurrent theme both in modern literature and for film makers. Such works post us warnings about undesirable trends in our society to watch out for; but to be effective they must also be entertaining. Unfortunately most of the books are probably more effective in posting the warnings than in entertaining us enough to become really widely read; whilst with the films the problem is usually the other way round. The first such work to become really widely known was probably George Orwell's ""1984"" (first published in 1948), and this is still readily available both in the form of a book and as a film. Watch or read it: and then, when you are feeling a little depressed by man's inhumanity to man, reach for Cinderella 2000. This is a feather light low budget film comedy based on the same theme which provides effortless but unrewarding viewing; and as with 1984 the calendar has now passed beyond its erstwhile period. Most of the comedy is laid on with a trowel although there are just a few genuinely funny moments. To exercise your mind in the long intervals between these you can focus it on the question of whether this film will gain a new extension of life by being released as a DVD or whether it will finally disappear into oblivion as existing tape copies deteriorate past redemption. There are many worse films appearing as DVD's these days, and frankly I do not care much what happens either way. So far the best of the films of this genre has probably been ""The Handmaiden's Tale"", but I would very happily swap them all for a well made film of Jack London's towering novel ""The Iron Heel"". Ambitious as this would be, it still seems incredible that no modern film maker has yet dared to attempt it (IMDb only lists a B/W silent version made in Russia in 1919).",0,Cinderella 2000 (1977),E,0
"Pros: Nothing Cons: Everything Plot summary: A female reporter runs into a hitchhiker that tells her stories about the deaths of people that were killed by zombies. Review: Never in my life have I come across a movie as bad The Zombie Chronicles. Filmed on a budget of what looks to be about 20 bucks, TZC is a completely horrible horror movie that relies on lame, forgetable actors whom couldn't act to save their lives and gore that's more gross than frightening. How does a movie like this even get made? Simply put, avoid TZC like a sexually-transmitted disease. My last 2 cents: Humorously enough, this movie was made by a movie company called Brain Damage Films. They're brains must have really been damaged to come up with a craptacular movie like this. My rating: 1 out of 10(If it were up to me, this movie would get the rating of negative bajillion)",0,The Zombie Chronicles (2001),E,0
"As I sat in front of the TV watching this movie, I thought, ""Oh, what Alfred Hitchcock, or even Brian DePalma, could have done with this!"" Chances are, you will too. It does start out intrigueing. A British park ranger living in Los Angeles (Collin Firth) marries a pretty, demure brunette woman (Lisa Zane) whom he met in a park only a short time ago. Then, one day she dissappears. The police are unable to find any documentation that she ever existed, and Firth conducts his own search. So far, so good. Just as he's about to give up, he turns to his womanizing best friend (Billy Zane), and they stumble onto her former life in L.A.'s sordid underground of drugs, nightclubs, and ametuer filmmaking, and then to her history of mental instability. At that point, Firth's life is in danger, and the film falls apart. None of the characters from Lisa Zane's past are remotely interesting. The film moves slowly, and there's very little action. There is a subplot regarding missing drug money, but it's just a throwaway. No chases, no cliffhanging sequences, and no suspense. Just some dull beatings and a lot of chat by boring characters. One thing worth noting, Lisa Zane and Billy Zane are brother and sister, but they never appear in a scene together. By the end of the movie, you're torn between wondering what might have been and trying to stay awake.",0,Femme Fatale (1991),E,0
"The DVD release of this superior made for TV BBC drama is a more than welcome addition to my collection. Great acting, gripping story, and wonderful direction all add up to one of the best BBC dramas in years.",1,Messiah (2001),E,0
"Suppose you've been on a deserted island the last ten years. Haven't heard of Scream and left when Halloween part 1 entered the cinema. Then this movie would have been a blast and a completely new vision on the horror scene. At the moment, a 2.7 rating is on IMDb and it doesn't deserve a that low appreciation. Slashing all the way, like ""I know what you did"", and a who-is-it that when getting to the end convinced me of that who-and-why. No big surprise, just a nice flick to watch with a cola, popcorn and no urge to get a difficult plot, deep characters. If the video rental is out of the top titles, you can take it without a risk, but don't expect a masterwork. I've seen a lot worse.",0,Do You Wanna Know a Secret? (2001),E,0
"When I first saw the Romeo Division last spring my first reaction was BRILLIANT! However, on future viewings I was provided with much more than masterful film-making. This picture has a singular voice that will echo throughout the annuls of film history. The opening montage provides a splendid palette which helmer JP Sarro uses to establish his art on this canvas of entertainment. Sarro truly uses the camera as his paintbrush while he brings us along on a ride that envelops the audience in a tremendous action movie that goes beyond the traditional format we have become accustomed to and dives deeply into dark themes of betrayal, revenge and the importance of companionship. This movie is any director's dream at its very core. However, Sarro was not alone in this epic undertaking. The writing, provided by scribe Tim Sheridan, was just as breathtaking. The dialogue was so precise and direct that it gave the actors such presence and charisma on the screen. Specifically speaking, the final scene (WARNING: SPOILERS!!! SPOILERS!!!) where Vanessa reveals herself to be one of the coalition and a villain all the time, is written in such a dark tone that it is one of the most chilling endings I have ever seen. Sheridan is the next Robert Towne. In a final note it is obvious that this production was no small feat. Therefore much praise must be given to producer Scott Shipley who seems to have the creativity and genius to walk next to Jerry Bruckheimer. Never before have I witnessed a production so grand with so much attention directed at every little detail. A producers job is one of the hardest in any movie and Shipley makes it look easy. All in all this film combines creative writing, stunning production and masterful direction. This is the art of film at its best. When the ending of the film arrives the only thing that is desired is more. The Romeo Division is groundbreaking, a masterpiece and, most importantly, The Romeo Division is indeed art.",1,The Romeo Division (2004),E,0
"The Ancient Mariner is a truly classic piece of work, as the original poem was/is. The context/setting with the old mariner himself is fine, clear, and without pretense. The artistic work that accompanies the reading of the poem fits perfectly the time/period of the setting and of the work itself, carrying the audience into the period with a still, yet moving accompaniment, using excellent still-movement strategies only well conquered by the pre-MTV era producers and much less apparent in more current works. (MTV brought to television and video a static movement that races through, often irrelevant cuts, from theme to theme without forward movement and without clear relationships to theme or storyline.) The voice, intonation and vitality of Redgrave's reading brings this touching poem to life with all its fear, strife and pain. In addition, the smooth movement of the video emphasizes the cadence and occasional monotone (in this case a positive mood under the theme of the story itself)of the author's rendition of the ancient mariner's sad and spooky tale. This is a must for any love of classic poetry, the sea, a tall tale, that almost rings true, and a story that has left a lasting impact on our world and culture. Who does not understand the meaning of an ""albatross""? or the concept of ""water, water everywhere and not a drop to drink?"" A truly fine experience. Thank you Mr. DaSilva for bringing this to life for us, never to be forgotten.",1,Rime of the Ancient Mariner (1975),E,0
"This movie really is that bad, and I'm normally a sucker for bad movies, but this was too much. Seeing this is like OD'ing on pure SUCK. Now, you may think you've seen the bottom of the barrel. You may have waded through every title from Full Moon and Troma, all the movies of Edward D. Wood Jr, Uwe Boll, Albert Pyun and direct to DVD-flicks from faded men-of-action. You may even have seen Death Tunnel, Ghost Lake and a vast array of the movies that MST3K covered, but in their original form. But you do not know truly awful film-making until you have seen Darkhunters. And if you haven't, you shouldn't. Don't bother. Not only is this movie amazingly poorly written, directed, shot, edited, acted and splattered in crude, cheap aftereffects. First of all, it's a pretentious mess. But not good, Greenaway or Lynch-style pretentious or hilariously messy in an Ittenbach or early Waters sort of fashion. It's the kind of pretentiousness that comes when someone incredibly stupid thinks they've come up with something incredibly smart. Sort of like M. Night Shaymalan (sp?), only that man seems like a freakin' messiah when compared to this trainwreck (and this coming from a rampant Shaymalan hater). It's also boring. Not heavy going-type boring, which is okay, if the movie awards your patience. Darkhunters does no such thing. It's boring in a ""Oh my fu(king God, if I see another shot of a cat set to an obnoxious audio cue I am going to fu(king kill myself!""-kind of way. Btw. anyone who claims to like this film is a boldfaced liar and anyone who claims this film is complex or deep knows what their mother is like in bed.",0,Darkhunters (2004),E,0
"A classy offering from Amicus, producer Milton Subotsky and director Peter Duffell ('The Far Pavillions' etc) turn in a classy, intelligent 'four-hander' with a strong cast (Peter Cushing, Christopher Lee, Jon Pertwee, Ingrid Pitt etc) all giving stylish performances, despite a low budget which results in a few 'un-special effects'. The most outstanding contribution, however, is that of the 7-year-old Chloe Franks who turns in chillingly effective account of her part which makes one's blood run cold. Only spoilt by the lurid title wished on the film by its distributors, this underrated release, a cut above the run-of-the-mill 'blood 'n' guts' shocker movie, is for those who appreciate a little thought with their horror.",1,The House That Dripped Blood (1971),E,0
"From the opening scene aboard a crowded train where a ruthless pickpocket is at work (RICHARD WIDMARK) stealing from a woman's purse (JEAN PETERS), PICKUP ON SOUTH STREET is relentlessly fascinating to watch. Partly it's because the acting is uniformly strong from the entire cast, the B&W photography is crisp and adds to the starkness of the story and characters, and because Samuel Fuller's direction puts him in the same league with the biggies like John (ASPHALT JUNGLE) Huston. In fact, it has the same urgency as the Huston film about a heist that goes wrong--but the payoff is not quite as strong. JEAN PETERS is excellent as the hard-edged girl whom Widmark describes as being ""knocked around a lot"". She gives a lot of raw energy and sex appeal to her role of the not too bright woman carrying a micro-film in her purse for her boyfriend (RICHARD KILEY), something the FBI already knows about. They're on her trail when the theft occurs. THELMA RITTER adds realism to her portrait of a woman called ""Moe"" who buys and sells anything to make a profit and ends up paying for it with her life. She's particularly touching in her final scene with Kiley. This one is guaranteed to hold your attention through its one hour and twenty minute running time. Good noir from Fox and notable for the performances of Widmark, Peters and Ritter.",1,Pickup on South Street (1953),E,0
"Kubrick again puts on display his stunning ability to craft a perfect ambiance for a film. Mainly through cinematography, but also using an ingenious score, he creates a chilling and ominous tone that resides over the entire film and thoroughly gets my spine tingling from the start. It really is this flawless ambiance that makes The Shining the masterpiece that it is, in my eyes. Of course it doesn't hurt that Jack Nicholson gives one of the greatest performances I've ever seen. A frighteningly authentic portrayal of a mind gone mad. Duvall and Lloyd are artificial, to be nice, but it's easy to look past those two when the rest of the film is so brilliant. Plus it features the actor with the greatest name of all time (Scatman Crothers).",1,The Shining (1980),E,1
"This movie was, perhaps, one of the most unoriginal and unfunny films I've seen in a long, long while. To be fair, I was not expecting some revolutionary comic formula, but I was anticipating to at least be entertained. With such low expectations, how could I manage to be disappointed? Jim Carrey, possibly my favorite actor (not sarcasm), did little more than tread water in this film. He seems to have temporarily returned to his funny-face-making roots and created a character no different from his Fletcher Reede from Liar Liar. This new character, Dick Harper (a.k.a. Fletcher 2.0) is a poorly rendered and miserably written whelp. If you find yourself smiling while watching this pitiful and essentially boring character, it is most likely because Carrey is trying so hard to bring a third dimension to him. Carrey's outlandish posing becomes humorously awkward--and, ultimately, sad. Tea Leoni as Jane does little more than provide the Abbott to Carrey's Costello. I typically find Tea Leoni refreshing and underused, but not in this case. Jane Harper could have been easily played by any actress from age thirty to forty-five, and it is in that non-specificity that the character of Jane becomes uninteresting to watch. She simply has no defining trait other than her following of the movie's general theme, which seems to be that... Wait, no, this movie has no theme. Unless you count ""Big Business Is Evil"" as a theme. I thought that was more of a given. Richard Jenkins and Alec Baldwin both deliver believable (though tired) supporting performances, but neither man seems truly invested in the role they're playing. It's very clear that Alec Baldwin was putting about as much effort into playing his role as the sinister C.E.O. as he puts into eating a sandwich (which he seems to be doing a lot of lately). Slight tangent, but has Alec Baldwin played any roles in the past few years that hasn't required him to be a powerful jerk in a suit? Anyway, take my advice if you haven't already witnessed the horror for yourself: save your money. This is the one to catch on HBO in a few months. Dick and Jane are present, but there's no fun to be had.",0,Fun with Dick and Jane (2005),E,0
"Based on the actual event , this epic, is set in the year 221 B.C and tells the true story of the unification of China. Action packed and filled with intrigue, passion, betrayals and unforgettable battle sequences, it held my attention throughout in spite of its 160 minute length. The king, Ying Zeng, played by Li Xuejian is obsessed with unifying the seven kingdoms of China and becoming its first Emperor. His lover, Lady Zhao, played by the beautiful actress Gong Li, devises a plot whereby she will travel to the neighboring kingdom of Yan to set a fake assassination plot in motion which will give the king an excuse to invade Yan. However, she falls in love with the assassin as the king becomes more and more ruthless. There are subplots, and tragedy and constant high drama. There are scenes of great beauty and of abject cruelty. There is great cinematography and brilliant use of physical space. The deep characterization made me think of Shakespeare. And tragic events that call to mind Greek drama. And yet it is totally Chinese as it deals with age-old questions of whether the ends justify the means. And raises the questions dealing with life and death and good and evil and all the blurred edges in between. It is the story of individuals against the backdrop of history, a history that has shaped China for the past two thousand years. I was swept up in the story as well as the moral questions raised. There are no easy answers and this was one of the strengths of the movie. Recommended. But be prepared for the violence and gore.",1,The Emperor and the Assassin (1998),E,0
"Contrary to what many may believe as this movie being an ""against the system"" type of movie and attitude. It is an excellent portrayal of the ""system"" in question and how ridiculous it truly is. The funny parts in the movie are in fact funny because they speak the truth about the world around us. Anyone who finds this movie to be unrealistic is simply denying the self evident truths about life. And that is to learn what you enjoy. That is what college should be about.. I come to find that a comment must have at least 10 lines. I think I have given my opinion on the matter. So I now write a couple more lines just as filler. I hope you have been entertained during this time. I encourage you to go see the movie. It is well worth your while so long as you follow it and immerse yourself in the movie.",1,Accepted (2006),E,0
"This has got to be one of Australia's best productions. I completely disagree with the comments made by 'RamiNour101'. This series shows the depth of Australian mateship and the lengths they went to to help each other out. Episode Five 'Eddies Birthday' is a great example of this and it really captures the Australian spirit. The music used throughout the series only emphasised the situation that the men were faced with, their longing for home and their loved ones. The numerous amusing renditions of The Road to Gundagai captures the spirit of the men and the fact that they never forgot home, and that it was little elements such as the singing of a song that took them home for a short while. As for the comment about it being racist towards Japanese people, the only thing to be said is that you can't change what happened. The Japanese did treat the Australians very poorly in Changi and to represent it as otherwise would be very misleading indeed. The comment about the screenplay being in accurate is also false. These six stories that are told in the series are composed from real P.O.W experiences. The actors were superb; the best being in my opinion, Matthew Newton. His performance as David in the first episode was gut wrenching. From being a city boy, to being another nameless face to his captors. We see him change dramatically in the first episode because of his violent attack in the jungle, and in further episodes we can see how that one event has changed him, he is more aware of what is really going on and is always one of the first to help out the other members of The Secret Nine. Stephen Curry also deserves a mention. His performance in 'Eddie's Birthday' is amazing, going from the larrikin of the group, to being sick, weak and unable to take care of himself. The displays of mateship in this episode touch you on an emotional level and make you proud to be Australian. I study WWII at university level and have found this series, if not physically truthful, spiritually truthful, as it captures the true spirit of what it was to be an Australian Soldier. Well done to John Doyle for capturing the spirit of Changi.",1,Changi (2001),E,0
