review,label,group
"I normally like Casper in his movies, a real credit to STARSHIP TROOPERS. But the box cover on this video SSOOOOO mi-sleds the renters. At my local video, people rent it expecting a (PERHAPS) Borg like vampire, and instead they get a bad re-make of Lon Chaney. It had great potential, and fell very flat. Ireally think I could have written a better story line and screen play. Why is it in EVERY science fiction movie, they (the cast) constantly refers to a solar system as a galaxy? Didn't any of these screenwriters or authors stay awake in science class? It is a pet pevee of mine, but a solar system is a single star with planets, a galaxy is a WHOLE bunch of solar systems. It is like referring to a can of coke as a gross of six packs. Makes it sound even dumber.",0,A
"""Rouge"" is part of a trilogy, but very much stands on its own. It isn't a sequel of any sort. The very end, which I won't divulge, ties the three films together, but not seeing the other two doesn't make it too confusing.   This film amazes me because it is so spare, so subtle and simple, but is as effective, emotionally and intellectually, as any big-budget spectacle or all-star melodrama. Kieslowski here investigates the phenomena of chance and destiny. Both themes are loosely woven together in the story. The film is very much a puzzle, but the message is pretty straightforward: Everything happens for a reason. Love is in all of our destinies as long as we open ourselves to it. The title, ""Red"" refers to the French flag, where red represents ""fraternity,"" or brotherhood. The color dominates the visuals of the movie. I tend to think of it as representing love or passion, or the blood of life. It's great when a film allows the freedom to do that ;)",1,A
"I completely agree with the other comment someone should do a What's up tiger Lily with this film.  It has to be one of the worst french films I've seen in a long time (actually along with Brotherwood of the Wolves, 2 horrendous films in a much too short period of time).  It's really sad because the cast is really interesting and the original idea kind of fun. Antoine DeCaunes in particular and Jean Rochefort being among my darlings, I was bitterly disappointed to see them compromised in such a poor film.  Lou Doyon is quite bad, as usual which goes to prove that a pretty face and famous parents can get you into the movies but they don't necessarily give you talent.  avoid this film, if you want to laugh watch an Alain Chabat instead or some nice period piece full of fun like LA FILLE DE D'ARTAGNAN.",0,A
"Hellraiser: Bloodline is only a so-so film. I believe it's the fourth installment in the Hellraiser series.  I missed the beginning, and all I remember from there was some topless women and a box-shape thing on a computer screen. But, using my wit and intelligence, (and the Info Button) I soon found out that the villain (Pinhead) was released from Pandora's Box, which, I believe is a gateway straight to Hell.  So, anyways, Pinhead somehow comes out of the box and terrorizes the ""Toymaker's"" family. And, that's about it. Oh, and not to mention the random tortures of various people that cross his path. Yawn.  What mainly happens in this film is that Pinhead captures the kid, and then unleashes the dog on his wife, and then kills a random person. Then he husband comes along, blah, blah, blah. Who cares? Why it fails is because Hellraiser: Bloodline is too corny to be scary. Look at Pinhead's minion of creatures: a cheesy dog that looks like it's been turned inside out, two men whose heads and bodies are connected together, (Siamese twins in a horror film?) and some person who is supposed to be a princess of some sort. (I haven't seen the previous films.) Now look at the main villain. His name is Pinhead. Isn't that the name you call somebody when they're stupid? He has pins in his head and hooks coming out of his fingers, and he has blue skin. I suppose he would make a decent villain if he didn't have such a corny name, and a corny speech. Somewhere in the film, two cops approach him and say ""Don't make us put some pain on you!"" Pinhead replies ""Pain? How dare you use that word! I AM pain"" blah, blah, blah, blah blah. It sounds a bit cliché if you ask me.  Don't forget the final half of the movie. The characters (and audience) get to experience more torture when Pinhead attacks some futuristic asylum. Some person who we don't recognize (Maybe he was in the previous films. I don't remember him in the beginning of the movie.) This scene is basically one thing played over and over again:   A guard goes to inspect a mysterious noise.  Some other guard: ""Oh no! He's down. I will go check on himby myself!""  After he dies the same thing happens again.  (SPOILERS) Here's the thing I didn't get. In the film Pinhead is supposedly sent to Oblivion at the end. So, how does he come back for another four films? Are they prequels? Why hasn't he died in the previous ones? Geez. The makers need to come up with an idea for a different series. (END OF SPOILERS) Hellraiser: Bloodline is gory and full of torture scenes, but has little thrill or scare value. Just forget it. Bad special effects with badeverything else make this more of a snooze-fest than a good horror.  Good: Wellsome people may enjoy the topless women in the beginning. Plus, Pinhead's voice is pretty cool. I suppose if you like ultra-violence, you might like this too.  Bad: None of the reasons above make this a very good film. The corniness and repetitiveness are pretty bad. And, who names their villain Pinhead?  Feel free to send me a Private Message regarding this comment.",0,A
"Well, I'm an Italian horror big fan and I love movies from directors such Argento, Fulci, Bava Sr and Bava Jr, only to quote the most famous. ""La villa delle anime maledette"" is one of the most unknown movie of this genre, shot when this kind of cinema began its crisis that continues still today, and director Carlo Ausino sounds totally new to my ears (althoug he directed six movies... this is the price Italian directors have to pay to not work in Rome...) . But the film is not so bad. And it's absolutely not correct to talk about ""trash"". OK, the plot is not so original; it reminds me stuff like the Amytville series (the year is the same of ""Amityville Possession"" by Damiano Damiani) or ""Shock"", the last work of Mario Bava. But you have to think that this is the movie of a cinematographer (like Mario Bava movies); so the most important thing is the atmosphere, not the story or the characters; atmosphere very well created by the use of light and by the camera movement. The rest remain in the background. I think the movie works; not so good, but works; it's surely better than a lot of Hollywoodian production like ""the Haunting"" which have a bigger budget, but not bigger ideas...",1,A
"I thought that Mukhsin has been wonderfully written. Its not just about entertainment. There's tonnes of subtle messages that i think Yasmin was trying to bring across. And yes, it might be confusing to some of you(especially if you didn't watch Sepet and/or Gubra for 76 times).  I bet u noticed how they use characters from the two movies before right? Its really ironic how the characters relate. Like the bossy neighbour is that prostitute from Gubra. And the chick at the snooker pad turns out to be the religious and wife of the pious man in the future.   And i absolutely love the voice-overs. Its crude yet awakeningly fresh. Like, when they took a shot of the Rumah Tumpangan Gamin signboard, then there was suddenly Mukhsin's voice saying 'Bismillahhirrahmannirrahim..' (the scene when he climbed the tree).  It captured Malaysian's attitude(and in some mild way, sniggering at how pathetic it is) portrayed in the character. For example, even the kids can be really sharp tongued(complete with the shrill annoying voice) and simply bad mouth ppl all movie long. And how you can be such a busybody and talk about ppl, when ur own life isn't sorted out.   All i can say is, this movie totally reached my expectation if not exceeded it.   It kept me glued to the screen, i couldn't even take my eyes off it. Not even to make out in the cinema. Ha ha.",1,A
I saw this movie when it was first released and thoroughly enjoyed it. The music and scenery are beautiful. I purchased the VHS tape a few years ago and watch it frequently. I would recommend it to anyone who loves a romance movie or older Elton John music.,1,A
"This show is up there with the best Comedys made in Australia as it makes fun of pretty much anything which is what lots of our public want. Some of the best bits in the show are the ad road test which tests out how an ad would do in real life. What is really great about the show is how original it is and the fact that it has people(the chasers)who love doing what they do and who would n't. This show has loads of bits in it that can crack up anybody like the ad road test which I've already mentioned, Mr ten Questions where he asks 10 questions really fast in front of famous celebrities like Hugh Jackman and the Beach boys, temporary ones like The Chasers Emmys and ones that have been there from the start like What have we learnt from Current affairs this week. Overall I rate thin show 98%.",1,A
"""A death at a college campus appears to be a suicide but is actually a cover for murder. The dead man's roommate finds himself embroiled in a mystery as he tries to uncover the truth behind the young man's murder. Twists and turns, as well as some false leads, makes this a tough case for our collegiate hero to solve, let alone (keep) out of the clutches of the killer,"" according to the DVD sleeve's synopsis.  The stars may be bigger than the movie. Handsome Charles Starrett (as Ken Harris), who has a small ""lingerie"" scene, became one of the top western stars of the forties, peaking in ""The Return of the Durango Kid"" (1945). The man playing his father, Robert Warwick (as Joseph Harris), was one of the most respected actors of the teens, beginning with his performance in ""Alias Jimmy Valentine"" (1915). Watch out for red herrings.   **** A Shot in the Dark (2/1/35) Charles Lamont ~ Charles Starrett, Robert Warwick, James Bush",0,A
"Oddly enough, the Independent Film Channel showed this film a week AFTER it showed KARATE BEAR FIGHTER--even though the bear film was the second in the trilogy and this film was the first!!! What were they thinking?! While all three of these films are supposedly based on the life of this great Kyokushin Karate master, you can't help but think that they MUST have embellished the story quite a bit--especially in this first film. Sure, the guy evidently DID fight and kill a bull and later a bear (in fact, he fought and killed MANY bulls during his career), but in this film set in the early 50s, at the end of the film, the hero actually fights about 60 guys and kills many of them brutally. I just can't imagine that this really occurred. So I did some checking and found that while many of the details are correct, some of this film is pure bunk! Yes, he DID kill a man in self-defense and YES he did follow the widow and her son and spent a year working for them--trying to get them to forgive him. But the end of the film is great to watch but hogwash. Seeing one of his opponents get a staff thrust through his head and all the other gory details couldn't have happened or else the Japanese government would have locked Oyama up to protect society! The film is entertaining and the fighting is excellent. There are no complaints about the action or acting. The only minor complaint is the camera work--which is a tad sloppy during some of the fight scenes. Despite this minor complaint, this is a most enjoyable film. In many ways, the wandering Karate master theme is pretty reminiscent of the Zatoichi films--which are also lots of fun to watch but many of the exploits are truly impossible.  FYI--There is an Englished dubbed version of this film entitled ""Champion of Death"" and I just saw it as well. It's not a bad dubbing and it was letter boxed (a big plus), but still I prefer the subtitled version.",1,A
"I first started watching The Outer Limits back in 95 when I was 10, and it just blew my mind every week with each episode, every episode had a twist and each week I couldn't wait for the next. How the writers managed to do every episode so well and make it different from each over a course of 7 seasons is beyond me. This show manages to teach us about life, robotics, Alien and human encounters, and an insight into more of the paranormal, and how it affects the people. What really makes this a good show are the characters in each episode, they really show emotion and are really good actors. What you'll also notice each week is an actor/actress you'll know from a past show which is pretty neat in its own way.  If you wanna chill out, and sit back with a good Sci-Fi show, then the Outer Limits is for you",1,A
"I must have been around ten years old when my uncle took me and my brother to see this martial arts movie at the "" DRIVE IN "" at the circle drive in in Long Beach. The Title was "" HAMMER OF GOD "" from which i can never forget for some reason, but what i do remember are the different scenes that have left an imprint on my mind forever.  My brother always reminds me of the movie although it has been forever it seems since we seen the movie. From time to time throwout the years i would look for it at the rental stores and from time to time i would check on the web and for some reason it appears like it is never available or no one knows what movie I'm talking about.  If i only knew if and were it was available i would love to purchase that movie. If anyone is aware of its availability please inform me.",1,A
"I'd like to think myself as a fairly open minded guy and it takes a lot(!) for me to dislike a movie but this one is without a doubt one of the suckiest, crappiest movie I've ever seen!  I have no idea what's wrong with the people who gave it such a good rating here (imdb is usually pretty reliable when it comes to ratings)... the only thing I can imagine is that people must've voted during one or more conditions:  1. While being shitfaced / stoned out of their minds 2. They've received hard cash for the votes 3. Under gunpoint  I can't believe I wasted a good 1 h 45 min of my life for this pathetic excuse for a movie.",0,A
"There are pretty landscape shots. Writers putting trite mouthings into actors mouths. With lesser actors this show would be silly. 'Art must uplift humanity or it's BS.' Not so because art of all those mentioned is also to stir humanity and express the dark side. The lead character even says those who don't drink hide the shadow side. Wrong , he lived in darkness and repressed his dark side by drinking and being one dimensional not expanding his horizons with something other than landscapes. There wasn't a breathing organism in his work nor expression of his pain. All the artist did was limit himself to dime a dozen landscapes. The discussions between the characters was grade school, trite stuff always giving the one character the upper hand the writer wanted. I tried to like it after reading all the first wow comments on here. I had to dig deep to see those i agreed with. I figure the great comments were from those connected to the movie. I was moved only once towards the end. The kid was way too passive. The scenery was nice and the music ridiculous. Just my opinion but nowhere show for me.",0,A
"What a total lump of poopoo this was! You've got to be kidding people! Any positive reviews of this movie are plants or insiders from the movie makers themselves! yuuck! disgusting movie!, not gross digusting but just plain awful!",0,A
"Steven Seagal, Mr. Personality himself, this time is the United States' greatest Stealth pilot who is promised a pardon from the military(..who attempted to swipe his memory at the beginning of the movie for which he escaped base, later caught after interrupting a gang of robbers in a shootout at a gas station)if he is able to successfully infiltrate a Northern Afghanistan terrorist base operated by a group called Black Sunday, who have commandeered an Air Force stealth fighter thanks to an American traitor. Along with a fellow pilot who admired the traitor, Jannick(Mark Bazeley), John Sands(Seagal)will fly into enemy territory, receiving help from his Arab lover, Jessica(Ciera Payton)and a freedom fighter, Rojar(Alki David) once they are on ground. Jannick is kidnapped by Black Sunday leaders, Stone(Vincenzo Nicoli)and his female enforcer, Eliana(Katie Jones), and Sands must figure out how to not only re-take command of the kidnapped stealth fighter, but rescue him as well. And, maybe, Sands can get revenge on the traitor he trained, Rather(Steve Toussaint)in the process. Sands has 72 hours until a General's Navy pilots bomb the entire area. On board the stealth, Black Sunday equipped a biochemical bomb, hoping to detonate it on the United States.  Seagal gets a chance to shoot Afghans when he isn't slicing their throats with knives. The film is mostly machine guns firing and bodies dropping dead. The setting of Afghanistan doesn't hold up to scrutiny(..nor does how easily Seagal and co. are able to move about the area undetected so easily) and the plot itself is nothing to write home about. The movie is edited fast, the camera a bit too jerky. Seagal isn't as active a hero as he once was and his action scenes are tightly edited where we have a hard time seeing him taking out his foes, unlike the good old days. One of Seagal's poorest efforts, and he's as understated as ever(..not a compliment). Even more disappointing is the fact that Seagal never fights in hand to hand combat with the film's chief villains, tis a shame. He doesn't even snap a wrist or crack a neck in any visible way(..sure we see a slight resemblance of some tool getting tossed around, but it's not as clear a picture as I enjoy because the filmmakers have such fast edits and dizzying close-ups).",0,A
"When this series aired I watched most of it. I think it was supposed to be a long running series in the vein of ""The Fugitive"" and ""The Incredible Hulk"" where the protagonist is being chased around the country looking for a solution to his problems. In this case the hero's problem is his progressive aging in reverse. I liked what I saw of these shows. The acting was good especially the sorrowful relationship between the lead character and his wife. Problem is: They cancelled it before it had a chance to end. (either that or I missed the last episodes).  They never got a chance to wrap up the story either, knowing it had been cancelled. Poof it was just gone. However, like I said before I might have missed the last episodes. But my proof to the contrary is this: I rented the tape. Where I left off in the series. The lead character's wife dies in a fire started by a chase involving King's famous organization the Shop. While getting away hero is kidnapped. It ends with his friends realizing they have to go save him from the Shop. The end. Last episode. On the video: His wife does not die but escapes the fire with him. Right when he should get nabbed by the Shop, he and his wife share a weird moment then phase out of existence. Abrupt, silly and cheap to the extreme. They just wanted to put this video out and decided to tag on an ending not caring how bad it was. They might as well of just shown some stock footage of the first atomic bomb detonations. Almost Pythonesque.  The show did have a cool opening title sequence set to the David Bowie song of the same name",0,A
"The violent death of Fernando Ramos Da Silva only eight years after the completion of this film, only adds to the poignancy of dierector BAbenco's powerful message. The film is split into two halves - the first in a reformatory where a group of youngsters are abused and violated by the violent law enforcers and guardians. The second backdrop is the city where they are confined instead by their own actions and morality, which includes mugging, pimping and killing different characters who enter their lives.  The differing gender and sexual roles in the film allow for constant changes in the characters as they interact with other people. Particularly interesting is teh character of Lalica, a transvestite who is mother and lover to some of the children. Her reaction to the arrival of Sueli, a prostitute is both poignant and tragic.   There is no happy ending to this story and i reccomend to watch it with caution as there are some very uncomfortable scenes to watch especially in teh opening twenty minutes. But whilst watching it, it is important to remember that this is not just a fictional tale. The actors are not trained professionals but instead boys selected from the streetsof Sao Paulo. They actually lived this life that is portrayed so vividly on screen and in da Silva's case, died at the hands of the police who are depicted so brutally. A documentary? A piece of fiction. It borders on both but it certainly makes for heart wrenching material and is a film that actually leaves you breathless and thinking long after having watched it.  10/10",1,A
"I was supposed to review this for a website, and I watched this with optimism that perhaps it would at least be a cheesy yet entertaining rip off, and it didn't even do that well enough.  ""666: The Child"" is probably one of the worst supernatural thrillers I've ever seen (Even worse than ""Godsend"") with scenes that rip from ""The Omen"" without shame. The ending is even very similar to the way ""The Omen"" ends.   Not to mention that the acting, writing, and story are all just hackneyed. If these movies make money, I'm sad to see where Asylum is headed. It's embarrassing.",0,A
"CRYSTAL VOYAGER is a strange documentary about an eccentric surfer living in Australia. An American by birth George Greenough has surfed and photographed himself, friends and recently, dolphins, in Australia for 35 years, all using various re invented cameras which he either straps on his back, board or boat. In the mid 70s he teamed up with Surf Mag editor and budding film maker David Elfick to create this visually interesting tale about this life and photography. The 75 minute feature CRYSTAL VOYAGER is the result. Even in the 70s audiences were a bit puzzled by this film, neither surf-ing movie nor surf movie, because George swims about on a children's zippy board, not a real surfboard.... it offset the tedious droning of George (occasionally so dry or droll that it was actually funny.. like almost setting himself on fire or falling over something) with a spectacular 'you are there' power glide through a wave that ran for 23 minutes all set to Pink Floyd music. In 1974 when the Sydney Opera house opened, it also contained a cinema. Crystal Voyager was booked in there as an arty-sporty OZ pic and by default became a hit: as the 'opera house tickets' cost far more than a movie ticket, audiences flocked to see this film as an excuse to 'have been to the Sydney Opera House'...so the film did record business as a low budget attraction to locals and tourists who wanted to tell neighbors that they had seen a show 'there'. This created this myth that the film was a huge crowd puller and the reputation spread. As a result it was teamed with the fantasy cartoon FANTASTIC PLANET and had a trippy run through the UK and Europe as a double feature. I ran it at a coastal cinema in the 70s and the crowd was rather nonplussed about it all. Recently George has re emerged Lord Of The Flies style with another well photographed sea adventure called DOLPHIN GLIDE that offers viewers a dive and swim with the wild dolphins of Byron Bay. It is an eccentric 20 min short with an even more eccentric 20 min 'how George did it' short. Each were met with a collective yawn by both the media and the pubic in January 2005.... all of which makes CRYSTAL VOYAGER a 'you had to have been there' fluke all those years ago. However at a special Oz Surf night at an outdoor cinema last year 2000 people turned up....but then 2000 turn up every night to see anything there during this summer season of films.....so the damned thing fluked another box office binge. How many actually enjoyed it is very much open to debate. Again they were more than likely just plain puzzled by this mad film with an astonishing reputation. Elfick however, since 1975, has gone onto a stellar career as a major producer and director of many lauded Australian and international films. Look up NO WORRIES or STARSTRUCK or UNDERCOVER or RABBIT PROOF FENCE or LOVE IN LIMBO for clear and present applause at his achievements. George, however, is still floating around out there somewhere droning away and looking for something else to film, or drop a camera on.",0,A
"Growing up in NYC in the late 80's/early 90's club-scene, I can personally say this is one of the most important documentaries made in covering that place in this time period. No Madonna did not come up with the idea of Voguing but this is where she got it from! Instead of taking out violence on each other or in bitchy cat fights, voguing allowed people to ""fight"" within the confines of everything short of touching each other (which would warrant an automatic disqualification). Seeing these kind of extraordinarily talented/well orchestrated ""throw-downs"" in the clubs was nothing short of spectacular and all the big names from back in the day are here...Pepper La Beija, Paris Duprée,Xtragavaganza, etc...all commemorated in the likes of such period-pieces as Malcom McLaren's song ""Deep in Vogue""...it didn't matter who you were, or where you were from because when you walked through those doors into this ""magic kingdom"" of sorts, you became part of something bigger than yourself/you were important/and most importantly the creation of your own moves and imagination...and anybody from anywhere could become King (or Queen) as the case may have been. The words and wit were just as sharp as the moves on the floor. All of the tension, excitement, and magic of that very urban NYC energy is captured in this film. BRILLIANT!!! PLEASE RELEASE ON DVD for the world to see!!! Thank You!",1,A
"What the (beep) is going wrong with Disney the last years? Are there totally run out of good ideas? Where is the magic? Where are the good animators, the good songwriters, the good directors, the good... Okay, i know, Walt himself and the famous ""nine old man"" can't come back. But is this a reason to crank out countless of those cheap sequels and slowly but surely destroying the ideals of Walt Disney? I never rent or bought a Disney-sequel of what movie however. Because i had read much enough about its (absence of) quality. But ""Atlantis: Milo's Return"" was aired today on TV in Germany and so i watch it. It confirmed my doubts about sequels. It was absolutely boring. Flaw animation, primitive color-rotation, simple characters, some unsuccessful tries to simulate the famous Multiplane-Camera with CGI, mediocre music and a patchwork of different, simple stories. It looks absolutely not like Disney! Not like Disney i know! It looks like one of the countless, cheap and simple animation-series like ""DragonballZ"", ""Beyblade"" etc. that aired every day on TV for children.  My first reaction after showing this crap, was to load ""Bambi"" in my DVD-Player, to see Disney's immortal magic, depth, spirit and charm again, to see Disney on its climax again, to see the awesome art of handmade animation again. ""Bambi"" was the first (and until today the only) movie that i give 10 out of 10 stars. But ""Atlantis: Milo's Return""? No magic, no depth, no charm, no spirit... It deserved only 3 out of 10!",0,A
