review,label,movie,group,famous
"I remember a certain Tuesday, the morning of 18/6/02 to be exact. I was dozed off, trying to convince myself to get out of bed when a horrific explosion was heard. I went to the kitchen where I have a view of several neighborhoods in the southern Jerusalem and saw a pillar of smoke rising from a distant point, the sight of the smoke was followed a minute later by the waling of sirens. I remember rushing to my bedroom, taking out my binoculars, racing back to the kitchen and spotting the image of a glass shattered bus. The bus was still near the pick up station where a terrorist boarded on it and with a single click on a TNT device, murdered 25 passengers, many of whom were on their way to school. The wife of a good friend of mine, sat on the bus at the back row, a seemingly arbitrary and meaningless decision that saved her life. I'm sure that every Israeli has at least one terror-related memory he wishes he never would have had and it was only a matter of time before someone made a film about it. As it turned out, the movie was about to become a repressed memory of its own. The film is about a play-write on a dry run, Haim Buzaglo (portrayed by, hmmm, Haim Buzaglo who also wrote and directed the film) that spends the better part of his day conducting staring contests with his blank word processor page. In the meantime, his girlfriend, a field reporter for the Israeli commercial channel, decides to make a piece about a debt ridden ex-army officer. Buzaglo, bored and a bit paranoid due what is medically known as the ""what on earth this hot babe is dating me"" syndrome, asks a private eye to conduct a stakeout on his girlfriend. As the detective progresses in his investigation, his observations are permeating into the play and later on, to the lives of its actors. In the meantime, the play metamorphoses from a comic play into an indictment against the aloofness of the Israeli society. As for the movie, well, the movie becomes an exercise in frenzy editing, ensconced in its petty cardboard characters and unreliable dialogs while drifting miles away from the subject it was supposed to deal with in the first place. When I say ""cardboard characters"" I refer to the characters that under the writer/director's obsession for a ""meaningful"" film, were devoid of any genuine dialogs and any shred of reliability. I won't elaborate too much about it. Suffice to say that I'm sure that homeless barefoot male prostitutes rarely go the theater. With the intention to see a play, that is. This movie, according to Haim Buzaglo himself is the first part of a current agenda trilogy. I sincerely hope that the other two films will be derived from the experiences like the one I wrote about in the beginning of my review as opposed to the secluded world of characters that are anything but existent and a plot that is anything but compelling. 4 out of 10 in my FilmOmeter. P.S. This movie was a landmark in austerity. It was shot in ten days, all the cast worked for free and the entire cost of the film was about 12,000$ (no, I didn't omit a zero or two, twelve thousand dollars). Makes you wonder why it took 34,000$ to complete Blair witch project.",0,Distortion (2005),D,0
"Personnaly I really loved this movie, and it particularly moved me. The two main actors are giving us such great performances, that at the end, it is really heart breaking to know what finally happened to their characters. The alchemy between Barbra Streisand and Kris Kristofferson is marvelous, and the song are just great the way they are. That's why I didn't feel surprised when I learned it had won 5 golden globe awards (the most rewarded movie at the Golden Globes), an Oscar and even a Grammy. This movie is a classic that deserves to be seen by anyone. A great movie, that has often been criticized (maybe because Streisand dared to get involved in it, surely as a ""co-director""). Her artistry is the biggest, and that will surely please you!",1,A Star Is Born (1976),D,0
"A good Korean film about not just Taekwondo but what its takes to be good, like a thugs way of fighting cannot beat a taekwondo guy in his sport because there are rules, just as there are to life and school and this film has undertones of this notion. The martial arts in the film isn't that good but it is passable and enjoyable. Friends who go on to achieve something they once would mock become stronger through the mind and heart. This film isn't meant to be taken too seriously as it does have slapstick, but it also carries a message. A good film again from Korea.",1,Spin Kick (2004),D,0
"A sweeping and deeply moving love story featuring powerful performances from Ralph Fiennes,Willem Defoe and Juliette Binoche. It tells the story of a badly burned man(Ralph Fiennes) who gets pulled out of a plane wreak during World War Two and tells his nurse(Juliette Binoche)his story. Just before the war he fell in love with the beautiful Katherine Clifton(Kristen Scott Thomas)however she is married to Jeffery Clifton(Colin Firth)and the two begin a passionate and forbidden affair. A very haunting and tragic story of love and desire set against some absolutely gorgeous locations in the desert.A must see especially if your a fan of Anthony Minghellas work but be prepared to shed a lot of tears its very moving especially at the end.",1,The English Patient (1996),D,0
"One of the better kung fu movies, but not quite as flawless as I had hoped given the glowing reviews. The movie starts out well enough, with the jokes being visual enough that they translate the language barrier (which is rarer than you'd think for this era) and make the non-fight dialogue sequences passable (for a kung fu movie, this is a great compliment). Unlike other Chinese action movies, which were always period pieces or (in the wake of Jackie Chan's Police Story I) cop dramas, Pedicab Driver gives us a look at contemporary rural China. Unfortunately, in the latter 1/3 of the movie it takes a nosedive into dark melodrama tragedy which I thought was unnecessary. The action is overall good, featuring a duel between Sammo and 1/2 of the Shaw Brothers' only 2 stars, Kar-Leung Lau and then a fight at the end with that taller guy who always plays Jet Li's bad guy. There's only 20 minutes of combat here, which is standard, but what annoys me is the obvious speeding up of the camera frames. I get that they have to film half speed to avoid hurting each other, but there are smooth edits and then there's this. It really takes away from the fights when it's this obvious the footage was messed with. That said, if you like kung fu movies, my opinion here won't dissuade you, and if you don't, you just wasted 2 minutes of your life reading this.",1,Pedicab Driver (1989),D,0
"Here's what's good about ""The Slaughter Rule:"" --Ryan Gosling, Clea Duvall, and David Morse all give great performances. Gosling is, as always, pretty darn outstanding. The locales are often breathtaking. Here's what's bad about ""The Slaughter Rule:"" --Everything else. The script is horribly muddled. And while I can certainly appreciate a non-""feel good"" movie, this movie is just boring. Great performances can't make-up for a movie with a stupid premise and a script that is filled with throw-away lines that often don't even make it sense. Just getting through the first hour became a chore. I stuck with it because of Gosling, but eventually I did myself a favor and changed the channel. Spoilers on here relayed the ending to me. I didn't miss much. Do yourself a favor--if you want a good Gosling flick, check out ""The Believer."" My score: 2 out of 10.",0,The Slaughter Rule (2002),D,0
"Jason Lee does his best to bring fun to a silly situation, but the movie just fails to make a connect. Perhaps because Julia Stiles character seems awkward as the conniving and sexy soon to be cousin-in-law. Maybe it is because she and Selma Blair's characters should have been cast the opposite way. (Selma Blair seems more conniving than Julia would be). Either way this movie is yet another Hollywood trivialization of a possibly real world situation (that being getting caught with your pants out at your bachelor party not stooping your cousin), which while having promise fails to deliver. There are some laughs to be sure and the cast (even if miscast) do their best with sub grade material which doesn't transcend its raunchy topic. So instead of getting a successful raunch fest (ie Animal House or American Pie) we are left with a middle ground of part humor and part stupidity (ala Meatballs 2 or something).",0,A Guy Thing (2003),D,0
"I rented this some years ago, the video store had only VHS at the time. Straight to video was hitting it's strides (you know, where the box covers use the same font and color schemes of successful films).I didn't know what to expect other than what was printed. First thing I thought while watching was ""what the hells' wrong with the sound?""-Obviously there was no dialogue dubbing. Words echoed, so I stopped munching on whatever I had to pay closer attention-mind you there's no Shakespeare here!,just simple talk. The story is simple enough, boy meets girl etc.. What struck me as humorous and heartfelt was, the people in the movie didn't seem like caricatures written into the story,but rather non-actors plucked temporarily from their real jobs(uniforms included). All the while, you begin to sense what the filmmaker is after,then see that there are no attempts at cheap humor(people hurting their privates,using vulgarities this couldn't have hurt the marketing. There was something honest about it. I thought if they'd have a bigger budget then it would have been better, which i'm sure they considered daily,but, they went ahead and made it. This, I felt, was what independent film-making is all about.The word ""Indy"", is thrown around as if it's a Genre..Ha!..that's funny!",1,Living on Tokyo Time (1987),D,0
"I am still shuddering at the thought of EVER seeing this movie again. I have seen action films, I have even liked quite a few of them, but this one goes over the top. Not only does it have the worst male actor ever (Sly Stallone) playing the lead role, but the plot of the movie is so stupid from the beginning (why not rob the money while the plane is on the ground, would be hell of a lot easier) that it requires a person with IQ less than his shoenumber to believe it. Furthermore, the plot has no real twists at all, a three year old kid could guess what comes next. It is a set of cliches (of action genre), with Sly performing even worse than his other movies (he was better even in Rambo III if you watch that movie as a comedy rather than action film). Now there is an actor who can't act A) surprised B) sad C) anything else than his basic face. I would still like to point out that this movie has two factors that might make some people like it. EXPLOSIONS are outstanding, but then... you can see better on the 4th of July. LANDSCAPES are magnificient, but then... there are documentaries about the Alps and Himalayas, so you can see better sights that way, rather than waste time on this flick. Go watch some other movie instead, there are hundreds, even thousands better action movies.",0,Cliffhanger (1993),D,0
"Black Rain is a superb film, but watch out for the DVDs currently being sold for as much as $300 apiece. I have the DVD, and it's terrible. Very tiny non-anamorphic image that has to be blown up to resolution-killing size. Acceptable sound. This is a primitive DVD that absolutely *has* to be rereleased. BTW, I also own the laserdisc and the VHS of Black Rain. The VHS is a huge step upward from the DVD! And the laserdisc has far and away the best picture of them allsubtitles in the black, sharp, big picture, simple but very good soundtrack. Buy the VHS and avoid the preposterous prices these scam artists are demanding!",1,Black Rain (1989),D,0
"...than you easily spot the biggest fault of the movie. What was the motive? The details of the murders were used, but never explained. I guess the team got too much into the atmosphere, which is great, but the story is definitely lacking. There is no thread to follow. I guess if that was done properly, the movie would've lasted a bit longer, but it would've been worth it, at least for me. Casting is very good, I loved Wilson as the vulnerable Vicky. Not much more to say, really. But I really wish they've concentrated a bit more on the less obvious.",0,Mercy (2000),D,0
"When they killed off John Amos's character they killed the show. He was the vital part of the info structure. You had a story of an inner city family's struggling to make it the best way they knew how. They were poor, they were black, and they were living proof that if you have Jesus and your family that nothing is too hard. Sure James would lose jobs and JJ would fail in school but the family always managed to find a way. James was the strong male role model that earned the income and disciplined the children. Florida was the strong lady that would everyone including James when he needed a shoulder to cry on or hug to make it. The kids had personalities and input which made them important as a family unit. Their neighbor Willona was also a key element because she represented not only a friend but some dear enough to be family. Things were bright, gritty, funny, and honest until they changed the course of the program. James dies and JJ took over the show. Flo was still mom, Thelma was blossoming into a lady and Michael was still the militant midget but JJ was the show. We were expected to believe that the family with no father or prominent bread winner was going to be able to stay in the apartment. I guess James's paycheck didn't do much for the family. They were only threatened with eviction because they said they were moving and not because no one in the house was working. I know that JJ, Flo, Thelma and even Michael eventually got jobs but come on here be for real. James worked so much that you could feel for him but the others weren't realistic at all and that's a shame. JJ was the comic relief but I felt the show need substance. It's OK to be funny but they had a chance to show a real family and what it took to survive in the real world and they threw it all away on a few laughs. Michael's character almost disappeared while the rest of the cast slipped into the shadows of the JJ Evan's show. I mean really, here was a guy that was failing in school, he kept getting laid off, and he painted for money in about two episodes. James had always been there to encourage his talent but Flo and the rest of the family didn't seem to care. Why did it take him so long to understand that painting was what he was meant to do? He could have sold painting's on the street or worked for people that print billboards and cards. (He did but something went wrong with that.) Why did he not make it and why did the others give up on their dreams? I'll tell you why, it was because they didn't have a father in their life to care and to cheer them on and their mother stopped being their to support their dreams. The show stopped teaching us about growing, building and learning and started teaching us about gimmicks and catch phrases. They should have kept James. If any show needed a father it was that one.",0,Good Times (1974),D,0
"OK, here's the short of it... this movie is full of corny dialogue, over the top acting, and a threadbare script. There are moments that intended to be very dramatic but simply come off humorous because of the over the top acting and poorly written lines. I couldn't help laughing at moments that were meant to be very serious. The bright spot in this movie is the circus. Seeing the circus in its heyday was certainly a treat. There are moments that come through as good. But then it nosedives right back into B-movie territory. I was tempted to stop watching it several times. I certainly don't know how it won best picture, however. It must have been a slow year!",0,The Greatest Show on Earth (1952),D,0
"I am from Texas, and live very close to Plano where the actual deaths occurred, so I might be a bit biased in saying that ""Wasted"" is a film that you just can't get out of your head. Stahl, Phoenix, and Paul all play their characters very realistically. You truly believe that they are everyday high school students who just happen to be heroin addicts. The drug content is handled very graphically as well - although everything that happens in the film serves a purpose, and each moment the characters spiral further downward is heartbreaking. I definitely recommend this film to anyone. Once you watch it, it sticks with you!",1,Wasted (2002),D,0
"Tintin was one of my favorite heroes as a kid. I used to borrow the books from the school library every chance I got. My favorite one was ""The Red Sea Sharks"" - so much action and humor. This documentary was a brilliant exposition of the background story of Herge and his development of Tintin. The film-maker's personal experience in interviewing Herge and the story of his relationship with the artist who was the inspiration for the Chan character was very moving. A great documentary of a very talented and well-loved artist. A great example of someone who has become internationally renown, and has brought joy of millions of children (and the young at heart) all over the world.",1,Tintin et moi (2003),D,0
"The movie blood and chocolate is NOTHING like the book. The plot has totally changed and whoever chose the cast needed to read the book. First the girl is not an introvert Aden is. Vivian was the one that chased Aden. Her mother was to have survived and be the one after Gabriel. Astrid was the one that did all the murders along with Ralf an ex of Vivian's. Gabriel is not old. He is old looking. And Aden DID NOT get Vivian in the end, Gabriel did. The title came from Vivian comparing kisses from Aden (sweet like chocolate) and Gabriel(delicious like blood). She picked blood because it promised more and he understood her more. That reminds me, Gabriel is not against humans like in the movie. He just avoids intimacy with them because they hurt him in the past. Really the book is sooooooo much better than the movie. But if you want o see running, a dating montage, and a lot of jumping. Then this is the movie to see.",0,Blood and Chocolate (2007),D,0
"The early to mid 90s were a high point, in my opinion, for the historical drama. Last of the Mohicans, Braveheart, Rob Roy - all portrayed a distinctive passion and intensity in their respective time periods. Rob Roy was a unique and intriguing taste of a time and place rarely represented by film. It really has everything - interesting story, great acting, remarkable dialog, and breathtaking scenery. I was particularly impressed by the apparently genuine dialog. I can imagine this is how early 18th century people spoke and behaved. Something else that surprised me was the vulgarity expressed by the characters. I found it to be more repulsive and shocking, albeit often more subtle, than most found in films set in modern times. The movie had a very racy and sexually charged edge to it that was unique and most likely very realistic in the context of the era. The pace was very tight, with hardly a dull moment. There was much intrigue and political subplots that complicated things a bit, but yet did not detract from the main storyline. The action was also very well done and gripping. Something that I will forever find remarkable is that during the highlight action piece in the film, there is no soundtrack whatsoever. It makes for a very tense, exciting sequence, since we have no musical cue as to the direction and resolution of the scene. Rob Roy will always remain high on my list of favorite films. I would recommend it to all.",1,Rob Roy (1995),D,0
"ok. for starters, taxi driver is amazing. this, this is not taxi driver or amazing. what it is is bad. but i thought it was bad funny, which means that it did have some redeeming qualities. like the dialogue...wow. there was more or less no plot, the characters were all stupid, and the movie was preachy. there were some places were i thought the movie would dive into taxi driver type violence, which would have hit the message at the end of the movie on the head much harder. i can't even believe that there are like 20 other people who have seen this movie. yeah, it's worth watching if you are real bored and you want to reaffirm the fact that anyone can make a movie, or at least can try to.",0,You Talkin' to Me? (1987),D,0
"First off, if you're planning on watching this, make sure to watch the UNCUT version (although it is very interesting to go back and then watch the scenes that were tampered with due to censorship), it makes a HUGE difference. This film is about a young woman, played by Barbara Stanwyck, who since the age of 14 has been forced into prostitution by her own father. When her father suddenly passes away, she is able to go out into the world on her own. After reading about Nietzsche's philosophies on life, she uses her sexuality to manipulate men into giving her what she wants and leaves them in ruins and desperate for her love. Throughout the movie she becomes increasingly materialistic and manipulative and the audience begins to wonder is she has any sense of morality left at all. Overall, Baby Face is a very shocking movie with blatant scenes of sexuality that most people would not expect to see in a black and white film. While no sexual acts are explicitly shown on screen, it is very obvious what is happening off camera. I enjoyed watching this film very much and I believe most modern audiences will get at least some enjoyment out if it, especially with the films shock value. I did think while watching it that the pacing seemed a bit slow at parts, but I think that about most movies the first time is see them. Actually, I think that almost all movies I've seen made from the early 30's had some minor pacing problems or certain parts just didn't quite ""flow"" right. This was probably just the craft of film-making wasn't quite perfected yet  it would take just a few more years. Compare a film from 1939 and compare it with an early 30's film and I think you'll see what I mean. Once again, I'm very glad I was able to watch the original cut; it really does make a big difference. Also any John Wayne fans will be surprised to see him in this movie before he was famous in an uncharacteristic role.",1,Baby Face (1933),D,0
